title,baidu_link,baidu_pwd
《辛夷坞作品集（套装共11册）》epub+mobi+azw3,http://pan.baidu.com/s/1boBDU5h ,75mc
《万历十五年（增订本）》[美] 黄仁宇（作者）epub+mobi+azw3,http://pan.baidu.com/s/1kVbfOFX ,1hs9
《江东双璧》非天夜翔（作者）epub+mobi,http://pan.baidu.com/s/1bLPs7s ,dn90
《红龙》[美]托马斯·哈里斯（作者）epub+mobi+azw3,http://pan.baidu.com/s/1pLReHKZ ,i16b
《Excel会计与财务管理应用大全》恒盛杰资讯（作者）epub+mobi+azw3,http://pan.baidu.com/s/1slW0sVz ,5isf
《守口如瓶》哈兰.科本（作者）epub+mobi+azw3,http://pan.baidu.com/s/1boRSNHt ,tqw1
《马鸣风萧萧（上+下）》萧逸（作者）epub+mobi+azw3,http://pan.baidu.com/s/1c5Qvfw ,zeb5
《羊毛战记》[美]休·豪伊（作者）epub+mobi+azw3,http://pan.baidu.com/s/1i5LllVv ,1mo5
《新东方·英语语法新思维:(定语从句+句子成分+名词从句)超精解+语法难点妙解(套装共4册)》epub+mobi+azw3,http://pan.baidu.com/s/1sl8dKL3 ,uajo
"《Linux程序设计(第4版)》马修 (Neil Matthew) (作者), 斯通斯 (Richard Stones) (作者) azw3",http://pan.baidu.com/s/1o830gQI ,7jfx
《风姿物语（典藏版）》罗森（作者）epub+mobi+azw3,http://pan.baidu.com/s/1jHTGywe ,3v1u
《金婚》王宛平（作者）epub+mobi,http://pan.baidu.com/s/1qXR2umC ,na2i
《捉蛊记》【精校全本】南无袈裟理科佛 （作者）epub,http://pan.baidu.com/s/1eRNdjLS ,1ls6
《孔二狗的江湖（套装共9册）》孔二狗（作者）epub+mobi+azw3,http://pan.baidu.com/s/1mi4QftI ,bvgi
"《C++编程思想(两卷合订本) 》埃克尔 (Bruce Eckel) (作者), Chuck Allison (作者) azw3",http://pan.baidu.com/s/1qX9Rzis ,32i5
《中国纪实三部曲》何伟（作者）epub+mobi+azw3,http://pan.baidu.com/s/1sk836Ct ,pj3j
《中国当代文学史 (中国文学百科)》李穆南、郄智毅、刘金玲 （编者）epub+mobi+azw3,http://pan.baidu.com/s/1gfJT93X ,77sc
《贼道三痴经典三部曲（雅骚+上品寒士+皇家娱乐指南）》贼道三痴（作者）epub+mobi+azw3,http://pan.baidu.com/s/1mhTC4sg ,am5w
《中国崛起三部曲（中国触动+中国震撼+中国超越）》张维为（作者）epub+mobi,http://pan.baidu.com/s/1jHSuGRW ,fhfz
《夜色人生》[美] 丹尼斯·勒翰（作者）epub+mobi+azw3,http://pan.baidu.com/s/1c2IDG1U ,7vas
《人皮论语》冶文彪（作者）epub+mobi,http://pan.baidu.com/s/1c29QnFq ,1cgs
《北洋大时代:以细节还原历史 让历史照亮未来》陈钦（作者）epub+mobi+azw3,http://pan.baidu.com/s/1pLCRFBl ,fruk
《民国清流2:大师们的“战国”时代》汪兆骞（作者）epub+azw3,https://pan.baidu.com/s/1mANNms9XvFzWATo49-saIQ ,a62d
《追忆似水年华（上下册）》 [法] M.普鲁斯特（作者）epub+mobi,http://pan.baidu.com/s/1geCl5YF ,8ouu
"《C++ Primer(中文版)(第5版)》斯坦利·李普曼 (Stanley B. Lippman) (作者), 约瑟·拉乔伊 (Josee Lajoie) (作者), 芭芭拉·默 (Barbara E. Moo) (作者) azw3",http://pan.baidu.com/s/1nu8BBDZ ,be5t
《兰晓龙精选集3本（士兵突击，我的团长我的团，生死线）》epub+mobi,http://pan.baidu.com/s/1miO2Ogo ,ant1
《香蕉的低语》[土] 伊切·泰玛尔库兰（作者）epub+mobi+azw3,http://pan.baidu.com/s/1mim9igK ,n7sw
《茅山后裔（全6册系列）》大力金刚掌（作者）epub+mobi,http://pan.baidu.com/s/1gfboboJ,6z76
《民国清流1:那些远去的大师们》汪兆骞（作者）epub+mobi+azw3,http://pan.baidu.com/s/1qXIFan6 ,h6f2
《老梁说天下 （套装合集 1-3册）》梁宏达（作者）epub+mobi+azw3,http://pan.baidu.com/s/1o8Epe58 ,fcyb
《波西·杰克逊与神火之盗系列（5册合集）》雷克·莱尔顿 （作者）epub+mobi+azw3,http://pan.baidu.com/s/1i5oSyRN ,gskj
《博物馆里的活色生香》姜松（作者）epub+mobi+azw3,http://pan.baidu.com/s/1c1LWXiw ,80wx
《国内名人传记丛书（套装6册）》epub+mobi+azw3,http://pan.baidu.com/s/1dEJbkIX ,592y
《魔兽世界官方小说(套装共6册)》克里斯蒂·高登（作者）epub+mobi+azw3,http://pan.baidu.com/s/1kUL6Bob ,m21p
"《世界金融危机史经典丛书共6册（华尔街日报,金融时报联袂推荐）》epub+mobi+azw3",http://pan.baidu.com/s/1nvdJ24L ,qv3f
《史上第一混乱（套装共7册）》张小花（作者）epub（多看精编版）+mobi,http://pan.baidu.com/s/1gf8xSSr ,4qg5
《唐朝从来不淡定系列（1-4套装） 》豆子（作者）epub+mobi+azw3,http://pan.baidu.com/s/1bo2khh9 ,vwpm
《幻色江户历》[日]宫部美雪（作者）epub+mobi,http://pan.baidu.com/s/1eSLXgJK ,l94h
《僵尸世界大战》Max Brooks（作者）epub+azw3,http://pan.baidu.com/s/1qYIpcyo ,vcym
《簪中录（套装共4册）》侧侧轻寒（作者）epub+mobi+azw3,http://pan.baidu.com/s/1eSJVmHc ,ob6d
《走向共和（上中下）》盛和煜（作者）epub+mobi,http://pan.baidu.com/s/1c2ifHQw ,2zi1
《罗辑思维合集（套装5册）》罗振宇（作者）epub+mobi+azw3,http://pan.baidu.com/s/1kVgauY7 ,ovae
《查太莱夫人的情人（双语）》D·H·劳伦斯（作者）epub+mobi+azw3,http://pan.baidu.com/s/1gfLplaN ,umin
《盛唐领土争夺战（单本分册·全3册）》贺磊（作者）epub+mobi,http://pan.baidu.com/s/1o8IYXaM ,6tms
《突然想要地老天荒》墨宝非宝（作者）epub+mobi+azw3,http://pan.baidu.com/s/1mi77NHA ,1se7
《塞尔伯恩博物志》[英]吉尔伯特•怀特（作者）epub+mobi+azw3,http://pan.baidu.com/s/1nuGdbnj ,5e6w
《大逃港》陈秉安（作者）epub+mobi+azw3,http://pan.baidu.com/s/1hrZqVnI ,ap57
《起风了(宫崎骏收山之作原著小说)》[日]堀辰雄（作者）epub+mobi,http://pan.baidu.com/s/1hsodirM ,0wpf
《我读（1-6）合集：梁文道的开卷八分钟》 梁文道（作者）epub+mobi+azw3,http://pan.baidu.com/s/1mh9toTi ,rorc
《七王国的骑士 : 冰与火之歌外传》[美]乔治·R. R. 马丁（作者）mobi,http://pan.baidu.com/s/1sldO6rN ,1yz5
《如果这是宋史（新版1-10合集）》高天流云（作者）mobi+azw3,http://pan.baidu.com/s/1o8k2TWu ,ik4h
《欧美间谍犯罪系列22本合集典藏版》epub+mobi,http://pan.baidu.com/s/1kVazD3L ,txmm
《我在雨中等你》[美] 加思·斯坦（作者）epub+mobi,http://pan.baidu.com/s/1eRCTxdC ,x82y
《科技/硅谷合集：科技带动创新》快公司编辑部（作者）epub+mobi+azw3,http://pan.baidu.com/s/1jHIkL5G ,s3gq
《世界未解之谜大全集(超值白金版)》文若愚（作者）epub+azw3,http://pan.baidu.com/s/1pKSQdS3 ,bfb3
《都市传说》朱川湊人 （作者）epub+mobi+azw3,http://pan.baidu.com/s/1jHIQFS6 ,iwn3
《曾国藩智慧精髓大合集（曾国藩家书+挺经+冰鉴）（套装共3册）》epub+mobi+azw3,http://pan.baidu.com/s/1eSwo6Im ,inq8
《轩弦侦探小说系列合集（套装共8本）》epub+mobi+azw3,http://pan.baidu.com/s/1jH7vySY ,ypw9
《西方经典哲学合集（新华文轩经典通读）（共19册）》epub+mobi+azw3,http://pan.baidu.com/s/1i56rHC5 ,zs30
《冰心全集(第2版)(套装共8册) 》epub+mobi+azw3,http://pan.baidu.com/s/1skLupdV ,cyso
《中国人的智源全书(超值金版)》卢志丹（作者）epub+mobi+azw3,http://pan.baidu.com/s/1c262aS4 ,aa11
《奥斯卡原著合集（套装共7本）》epub+mobi+azw3,http://pan.baidu.com/s/1c1GviZQ ,ww3s
《加缪作品集精装版套装（共11册）译文版》epub+mobi+azw3,http://pan.baidu.com/s/1skYl6up ,bi0k
"《演员自我修养(1,2部合集)》K.C.斯坦尼斯拉夫斯基（作者）epub+mobi",http://pan.baidu.com/s/1nuCEVo9 ,lrkp
《中国近代史:1600-2000，中国的奋斗》[美]徐中约（作者）epub+mobi+azw3,http://pan.baidu.com/s/1eSvb1ZG ,wjwj
《大冰作品4本合集（《他们最幸福》 《乖，摸摸头》 《阿弥陀佛么么哒》 《好吗，好的》）》epub+mobi+azw3,http://pan.baidu.com/s/1qYMZm9Y ,qegi
《44号孩子》[英] 汤姆·罗伯 （作者）epub+mobi,http://pan.baidu.com/s/1o8TiTRG ,0u3c
《当天长遇上地久》闲闲令（作者）epub+azw3,http://pan.baidu.com/s/1jI16OeE ,88qm
《前途》何常在（作者）epub+mobi+azw3,http://pan.baidu.com/s/1i52oDQt ,7ppv
《维多利亚•希斯洛普合集4本》epub+mobi+azw3,http://pan.baidu.com/s/1o7FvBiM ,c4xm
《沥川往事（上+下）》施定柔（作者）epub+mobi+azw3,http://pan.baidu.com/s/1kUGh35X ,7xuy
《法兰西组曲》[法]伊莱娜·内米洛夫斯基（作者）epub+mobi+azw3,http://pan.baidu.com/s/1kU5svC7 ,aamn
《女捕头（全三册）》爱默丁（作者）epub+mobi+azw3,http://pan.baidu.com/s/1i44G3dF ,lbc3
《钓鱼的男孩（原版）》[尼日利亚] 奇戈希·奥比奥玛 （作者）epub+mobi+azw3,http://pan.baidu.com/s/1c1CXVSs ,r7fp
《童年的终结》阿瑟·克拉克（作者）epub+mobi+azw3,http://pan.baidu.com/s/1i44GuGl ,ji2t
《棚车少年(中英双语，第1辑+第2辑+第3辑)》钱德勒·华娜（作者）epub+mobi+azw3,http://pan.baidu.com/s/1bDIn0M ,epu0
《今夜哪里有鬼系列(完整版)》黯然销混蛋（作者）epub+mobi,http://pan.baidu.com/s/1o8nl4lO ,vied
《摆渡人》[英]克莱儿·麦克福尔（作者）epub+mobi+azw3,http://pan.baidu.com/s/1mhQVw60,nmmm
《官居一品（全七册）》三戒大师（作者）epub+mobi+azw3,http://pan.baidu.com/s/1mhTiso4 ,mqsj
《回到明朝当王爷（全13册）》月关（作者）epub+mobi+azw3,http://pan.baidu.com/s/1c2rJuJA ,ydu2
《恐怖的人狼城（套装全集）》[日]二阶堂黎人（作者）epub+mobi+azw3,http://pan.baidu.com/s/1qYtSZUW ,5z88
《致亲爱的你》云葭（作者）epub+mobi+azw3,http://pan.baidu.com/s/1qYGTJsw ,lx1a
《怪屋女孩》[美]兰萨姆•里格斯（作者）epub+mobi+azw3,http://pan.baidu.com/s/1slq3zMt ,bxhy
《赫拉克勒斯十二宗疑案》保罗•霍尔特（作者）epub+mobi,http://pan.baidu.com/s/1c2r9GdU ,5vw4
《你的孤独，虽败犹荣》刘同（作者）epub+mobi,http://pan.baidu.com/s/1dFFoio5 ,kys2
《战后欧洲史（上册）》托尼•朱特（作者）epub+mobi+azw3,http://pan.baidu.com/s/1eS2uWDk ,uhh0
《你从未真正拼过》LinkedIn领英（作者）epub+mobi+azw3,http://pan.baidu.com/s/1o7QlaS6 ,s24x
《路遥文集（共9册）》epub+mobi+azw3,http://pan.baidu.com/s/1bp64Ond ,3j6r
《兰陵缭乱（完美典藏版·全三册）》Vivibear（作者）epub+mobi+azw3,http://pan.baidu.com/s/1ge4K9Ir ,5zl7
《吴晓波经济史大合集（5本共七册）》epub+mobi+azw3,http://pan.baidu.com/s/1kVjTTI3 ,0r3z
《时间始于宇宙之前》环球科学杂志社（作者）epub+mobi+azw3,http://pan.baidu.com/s/1bp5iXen ,hs7j
《逝者证言:跟着法医去探案》秦明（作者）epub+mobi+azw3,http://pan.baidu.com/s/1c45laI ,lzya
《独家占有》丁墨 （作者）epub+mobi+azw3,http://pan.baidu.com/s/1qYtnslQ ,7pe7
"《""环球人物""10周年典藏书系第一辑》环球杂志社（编者）epub+mobi+azw3",http://pan.baidu.com/s/1o7Hx4vw ,fxwr
《嬉笑怒骂李敖大全集（套装10本）》李敖（作者）epub+mobi+azw3,http://pan.baidu.com/s/1sl2T0p3 ,80b1
《瓦利斯》菲利普·迪克（作者）epub+mobi+azw3,http://pan.baidu.com/s/1eSeEENg,2byn
《袁腾飞经典套装4本》epub+mobi,http://pan.baidu.com/s/1hrB4qXY ,k6x9
"《金雀花王朝:缔造英格兰的武士国王与王后们》【甲骨文丛书】丹·琼斯 (Don Jones) (作者), 陆大鹏 (译者) PDF",http://pan.baidu.com/s/1slW1aTv,28k9
《王朔精品合集6本》epub+mobi+azw3,http://pan.baidu.com/s/1jHBzWs2 ,2jlc
《香港凤凰周刊文丛系列（国事机密档，全10册）》epub+mobi+azw3,http://pan.baidu.com/s/1cJyc6i ,vmbd
《将夜》猫腻（作者） epub+mobi+azw3,http://pan.baidu.com/s/1sljHIKd ,bosk
《牧羊少年奇幻之旅》[巴西]保罗·柯艾略（作者）epub+mobi+azw3,http://pan.baidu.com/s/1eRTPbe6 ,6lpc
《麦肯锡精英系列（共五册）》epub+mobi+azw3,http://pan.baidu.com/s/1hr70rju ,5gdm
《民国女子的美丽与哀愁（套装共六册）》芦荻雪 （作者）epub+mobi+azw3,http://pan.baidu.com/s/1dENfz2L ,uaqv
《怦然心动》 [美]文德琳•范•德拉安南（作者）epub+mobi+azw3,http://pan.baidu.com/s/1mhZI5vU ,rcgm
《大唐明月》【精校版】蓝云舒（作者）epub+mobi,http://pan.baidu.com/s/1eRAms98 ,rzln
《中华百年经典散文（单本分册，全八卷）》 张胜友等（编者）epub+mobi,http://pan.baidu.com/s/1o8EVZ7s ,bout
《天花板上的足迹》克莱顿·劳森（作者）epub+mobi+azw3,http://pan.baidu.com/s/1dFyZqZB ,zvpw
《杀死一只知更鸟》[美] 哈珀·李（作者）epub+mobi+azw3,http://pan.baidu.com/s/1o8zwXlC ,innk
《十字军东征简史（插图本）》[法]米肖（作者）epub+mobi+azw3,http://pan.baidu.com/s/1mi569eC ,mijd
《存在主义简论》托马斯·R·弗林（作者）epub+mobi+azw3,http://pan.baidu.com/s/1mivxmeG ,fkzq
《一朵深渊色:四季植物情书》洁尘 （作者）epub+mobi+azw3,http://pan.baidu.com/s/1i4CigXv ,cw4b
《地狱公寓》董协（作者）epub+mobi+azw3,http://pan.baidu.com/s/1dF7gPPZ ,m066
《甲贺忍法帖》山田风太郎（作者）epub+mobi+azw3,http://pan.baidu.com/s/1hsOTtE8 ,67ns
《纸牌屋 2:玩转国王》迈克尔·道布斯（作者）epub+mobi+azw3,http://pan.baidu.com/s/1jHEhZDk ,jpy7
《凡尔纳科幻经典(插图版•全译本)(套装共11册) 》epub+mobi+azw3,http://pan.baidu.com/s/1skX62k9 ,gy80
《古代战争简史》[英] 哈里·西德博特姆（作者）epub+mobi+azw3,http://pan.baidu.com/s/1geZmQ91 ,xs2l
《怪医杜利特系列书丛（套装共10册）》休•洛夫廷 （作者）epub+mobi+azw3,http://pan.baidu.com/s/1jI5AL9O ,n0eh
《民国总理段祺瑞》关河五十州（作者）epub+mobi+azw3,http://pan.baidu.com/s/1o7EFNYU ,zv0l
《那个不为人知的故事》twentine（作者）epub+mobi,http://pan.baidu.com/s/1qYNF1N2 ,x1hr
《南明史1644~1662》司徒琳（作者）epub+mobi+azw3,http://pan.baidu.com/s/1nuGdK1N ,3de0
《暗黑童话》[日]乙一（作者）epub+mobi+azw3,http://pan.baidu.com/s/1i5lZIML ,3iod
《危机四伏的荣耀:大国军事崛起的历程》[英] 约翰·弗朗斯（作者）epub+azw3,http://pan.baidu.com/s/1o8wFjhK ,7q32
《麻雀（同名电视剧原著）》海飞（作者）epub+mobi,http://pan.baidu.com/s/1dEGtYoh ,ej8m
《惊悚乐园（全系列）》三天两觉（作者）epub+mobi+azw3,http://pan.baidu.com/s/1skXJc53 ,vdeo
《慢下来，静下来》王志艳（作者）epub+mobi+azw3,http://pan.baidu.com/s/1dFear0P ,oglc
《干校六记》杨绛（作者）epub+mobi+azw3,http://pan.baidu.com/s/1pLNHeJ5 ,f4jz
《金城往事》斯培森（作者）epub+mobi+azw3,http://pan.baidu.com/s/1pLcZVNt ,dbx3
《德伯家的苔丝》[英]托马斯.哈代（作者）epub+mobi,http://pan.baidu.com/s/1eSgalpS ,idn4
《夜天子》月关（作者）epub+mobi+azw3,http://pan.baidu.com/s/1eSkq8RS,onxk
《空之境界（单本分册，上中下三册全）》[日]奈須きのこ（作者）epub+mobi+azw3,http://pan.baidu.com/s/1i4ITM5n ,dnfc
《龙族全集（共5册）》江南（作者）epub+mobi,http://pan.baidu.com/s/1bFdYnO ,p801
《大明官》随轻风去 （作者）epub+mobi+azw3,http://pan.baidu.com/s/1o8IZG0a ,f20o
《哈利·波特精装全集（单本分册，套装全7册）》[英] J. K. 罗琳 epub+mobi+azw3,http://pan.baidu.com/s/1slPFmAL ,aopf
《泡沫之夏（单本分册，全三册）》明晓溪（作者）epub+mobi+azw3,http://pan.baidu.com/s/1c2A6Clq ,8ynr
《渡边淳一经典文学套装（共9册）》epub+mobi+azw3,http://pan.baidu.com/s/1c5lckA ,cxss
《丑牛系列之民国才子（套装3本）》epub+mobi+azw3,http://pan.baidu.com/s/1c2wtwSK ,pvh3
《中国文化之旅系列（套装5册）》比尔·波特 （作者）epub+mobi+azw3,http://pan.baidu.com/s/1eRTPd8u ,gh0b
《雅舍遗珠》梁实秋（作者）epub+mobi+azw3,http://pan.baidu.com/s/1pKWo7k3 ,4xux
《成化十四年（套装全3册）》梦溪石（作者）epub+mobi+azw3,http://pan.baidu.com/s/1kUN9nKF ,my0g
《新周刊十六年精选（上+下册）》新周刊（作者）epub+mobi+azw3,http://pan.baidu.com/s/1bpLxSCn ,9k25
《无心法师》尼罗（作者）epub+mobi,http://pan.baidu.com/s/1o8C34Tk ,f34r
《夏洛特的亡灵(套装共3册)》[美]诺曼·梅勒（作者）epub+mobi,http://pan.baidu.com/s/1c2A67Wc ,skmt
《白话二十四史(全二十八册)》谢圣明 、黄立平（作者）epub+mobi,http://pan.baidu.com/s/1hrPbvFm ,hwzs
《哈利·波特与被诅咒的孩子（彩版精排）》epub+mobi+azw3,http://pan.baidu.com/s/1mhXpbp2 ,d78a
《丑牛系列之民国婉约（套装7本）》epub+mobi+azw3,http://pan.baidu.com/s/1i44GyDv ,tt2t
《岁月是朵两生花》唐七公子 （作者）epub+mobi,http://pan.baidu.com/s/1qXLxomC ,ahp0
《暗夜独行客》雷·布拉德伯里 （作者）epub+mobi+azw3,http://pan.baidu.com/s/1miRRsus ,hsqf
《驱魔人:40周年精装纪念版》[美]威廉·彼得·布拉蒂 （作者）epub+mobi+azw3,http://pan.baidu.com/s/1qYhca2C ,xtoo
《醒世姻缘传（套装上下册）》西周生（作者）epub+mobi+azw3,http://pan.baidu.com/s/1o8FBZfW ,y1p5
《面对面的杀戮》乔安娜・伯克（作者）epub+mobi+azw3,http://pan.baidu.com/s/1gfNXIoj ,3t9a
《江南作品集》epub+mobi+azw3,http://pan.baidu.com/s/1kVJfR7p ,5san
《你是我最美的相遇》林笛儿（作者）epub+mobi,http://pan.baidu.com/s/1jI4o5gi ,78ul
《行过死荫之地》劳伦斯•布洛克 （作者）epub+mobi+azw3,http://pan.baidu.com/s/1o8CTTGI ,sidy
《未央沉浮（”美人心计“原著，修订版，全两册） 》瞬间倾城（作者）epub+mobi+azw3,http://pan.baidu.com/s/1hsqf3UG ,nwjg
《罪恶迷雾 (第二次世界大战纵横录)》胡元斌（主编）epub+mobi+azw3,http://pan.baidu.com/s/1gfK9E5l ,4nie
《上海秘境》TimeOut 上海（作者）epub+mobi+azw3,http://pan.baidu.com/s/1hrGnTtU ,q2s6
《经济学家眼里的中国（套装共14册）》epub+mobi+azw3,http://pan.baidu.com/s/1i4VeJlF ,dc0x
《牛津通识读本全集（单本分册，全50册）》azw3,http://pan.baidu.com/s/1bpeK2fX ,w0nx
《反乌托邦三部曲（1984+美妙的新世界+我们）》[英] 奥威尔 epub+mobi+azw3,http://pan.baidu.com/s/1qY4mBKw ,2s36
《战火之外》[美]西德尼•尚伯格（作者）epub+mobi+azw3,http://pan.baidu.com/s/1ge6MvIV ,s0xn
《国学常识·国学经典·国学精粹一本通》epub+mobi+azw3,http://pan.baidu.com/s/1sl0DhNZ ,4yhw
《虞美人草》[日]夏目漱石（作者）epub+mobi+azw3,http://pan.baidu.com/s/1slTJzrB ,c11r
《“画中东‘’:行走中东十三国》地球在我脚下 （作者）epub+mobi+azw3,https://pan.baidu.com/s/1A-Nws-o_5F-y-P-4c8q5lQ ,j42j
"《遗失在西方的中国史:法国彩色画报记录的中国1850-1937(套装共2册）》赵省伟 (作者, 编译), 李小玉 (作者, 编译)epub+mobi+azw3",https://pan.baidu.com/s/1jHKUaoe ,vvxn
《殉罪者》雷米（作者）epub+mobi+azw3,http://pan.baidu.com/s/1boPRYz1 ,foxu
《新世纪中国考古新发现(2001-2010)》epub+mobi+azw3,http://pan.baidu.com/s/1nv0fyAH ,mm86
《刘玉民作品全集（套装共10册）》epub+mobi+azw3,http://pan.baidu.com/s/1pLOxSHP ,eoes
《面纱与革命》莉比·菲舍尔·赫尔曼（作者）epub+mobi+azw3,http://pan.baidu.com/s/1dE11vLv ,iya7
《青盲之越狱》张海帆（作者）epub+mobi+azw3,http://pan.baidu.com/s/1mhAGFXY ,jqya
《女性巅峰系列（全四册）》epub+mobi+azw3,http://pan.baidu.com/s/1hszOdrm ,nayj
《北洋觉梦录·袁世凯卷》禅初心（作者）epub+mobi+azw3,http://pan.baidu.com/s/1i4PFUJV ,bs9a
《中国的亚洲内陆边疆》[美]欧文·拉铁摩尔（作者）epub+mobi+azw3,http://pan.baidu.com/s/1bUEe54 ,c7gg
《笼中的爱人》[英] 蕾切尔·阿博特（作者）epub+mobi+azw3,http://pan.baidu.com/s/1pKMLTSR ,ax3n
《罗恩老师的奇迹教育:点燃孩子的学习激情》罗恩·克拉克（作者）epub+mobi+azw3,http://pan.baidu.com/s/1i5BJiNN ,3sc9
《新宋I·十字（全3册）》阿越（作者）epub+mobi+azw3,http://pan.baidu.com/s/1kVscmzl ,irw4
《惊奇物语（全三册）》南派三叔（作者）epub+mobi+azw3,http://pan.baidu.com/s/1eSwVMO6 ,eny5
《一触即发（同名电视剧原著小说）》张勇（作者）epub+mobi+azw3,http://pan.baidu.com/s/1kV9Dgfd ,jclq
《盗墓笔记之沙海篇（1-4册全）》南派三叔（作者）epub+mobi+azw3,http://pan.baidu.com/s/1dFL3TAx ,1qfj
《群书治要考译》褚遂良 魏征 虞世南 等（作者）epub+mobi+azw3,http://pan.baidu.com/s/1hsDhfla ,r536
《一个人的好天气》[日]青山七惠（作者）epub+mobi+azw3,http://pan.baidu.com/s/1geCnax1 ,u8ht
《大秦帝国：全新修订版（六部全）》孙皓晖（作者）epub+mobi+azw3,http://pan.baidu.com/s/1i5r9P1z ,4yon
《乱世之英雄，治世之能臣系列丛书（套装共3册）》陆杰峰（作者）epub+mobi+azw3,http://pan.baidu.com/s/1bp9n2B9,sa9h
《新宋Ⅱ·权柄（全5册）》阿越（作者）epub+mobi+azw3,http://pan.baidu.com/s/1o8cxd8Y ,ow7z
《名家大作超值组合套装（套装共14册）》epub+mobi+azw3,http://pan.baidu.com/s/1dFGAYkT ,x9h0
《死亡的渴望》[美]劳伦斯·布洛克 （作者）epub+mobi+azw3,http://pan.baidu.com/s/1dFzGaCL ,0tx2
《新宋Ⅲ·燕云（全4册）》阿越（作者）epub+mobi+azw3,http://pan.baidu.com/s/1slTdL4T ,ueox
《幽冥怪谈（合集共三部）》宁航一（作者）epub+mobi,http://pan.baidu.com/s/1i4GSAu5 ,88ox
《刑场》[英]薇儿·麦克德米德（作者）epub+mobi+azw3,http://pan.baidu.com/s/1qXUR0iK ,am52
《老舍全集（合集共48册）》epub+mobi,http://pan.baidu.com/s/1pLyFJTL ,0rj9
《武道狂之诗（套装1-18卷）》乔靖夫 （作者）epub+azw3,http://pan.baidu.com/s/1i44HmHv ,o0e1
《我读（1-7合集）》梁文道（作者）epub+mobi+azw3,http://pan.baidu.com/s/1kVqayZP ,dccq
《唐砖》孑与2（作者）epub+mobi+azw3,http://pan.baidu.com/s/1o8x4AyI ,z5sd
《我在故宫看大门》维一（作者）epub+mobi+azw3,http://pan.baidu.com/s/1i54rA2x ,6k0c
《朱镕基答记者问》epub,http://pan.baidu.com/s/1bTsbsq ,ejks
《动物生活史》[英]约翰·亚瑟·汤姆森（作者）epub+azw3,http://pan.baidu.com/s/1boDbdRD ,0wt0
《篡唐》庚新（作者）epub+mobi+azw3,http://pan.baidu.com/s/1hr8NkTQ ,yj3e
《无路可退的战士》[英]杰克.希金斯（作者）epub+mobi+azw3,http://pan.baidu.com/s/1nv0LKGp ,qkps
《周浩晖精选集（套装共9册）》epub+mobi+azw3,http://pan.baidu.com/s/1bo9DxeR ,ewp1
《千面英雄》[美] 约瑟夫·坎贝尔（作者）epub+mobi+azw3,http://pan.baidu.com/s/1i4B2WML ,b8mp
《等等灵魂》李佩甫（作者）epub+mobi+azw3,http://pan.baidu.com/s/1eRB9i4U ,ctlw
《德国式英雄》[英] 杰克·希金斯 （作者）epub+mobi+azw3,http://pan.baidu.com/s/1bCxlDG ,sjtp
《上瘾五百年:烟、酒、咖啡和鸦片的历史》[美] 戴维·考特莱特 （作者）epub+mobi+azw3,http://pan.baidu.com/s/1slNgUUL ,5cxl
《阿麦从军》鲜橙（作者）epub+mobi,http://pan.baidu.com/s/1bpcdzjx ,s27p
《天下》高月（作者）epub+mobi+azw3,http://pan.baidu.com/s/1jINStUI ,xz3l
《地铁2034》[俄]德米特里·格鲁克夫斯基（作者）epub+mobi,http://pan.baidu.com/s/1slEkAlf ,2jr7
《世界少年文学经典文库·国外经典篇（套装共47册）》epub+mobi+azw3,http://pan.baidu.com/s/1jIc5hFS ,0c6n
《罗尔夫的艺术（套装2册：明智行动的艺术+清醒思考的艺术）》罗尔夫·多贝里 （作者）epub+mobi+azw3,http://pan.baidu.com/s/1i4ZZCkl ,7awe
《三教九流大全集》翟文明（作者）epub+mobi,http://pan.baidu.com/s/1slMXKrN,3upu
《世界文化博览丛书（套装共4册）》epub+mobi+azw3,http://pan.baidu.com/s/1pLvsbEj ,apqh
《死海古卷概说》提摩太·H·林（作者）epub+mobi+azw3,http://pan.baidu.com/s/1slnMdAX ,3p27
《家守绮谭》[日]梨木香步（作者）epub+mobi+azw3,http://pan.baidu.com/s/1c2wuh8W ,wpww
《中国史学史（套装共三册）》杜维运（作者）epub+mobi+azw3,http://pan.baidu.com/s/1mitvZQC ,792h
《不属于我们的世纪》[美] 马修•托马斯（作者）epub+mobi+azw3,http://pan.baidu.com/s/1gfogyvL ,p0oy
《法医的死亡笔记》寒山斜竹（作者）epub+mobi,http://pan.baidu.com/s/1geCmNq7 ,08ay
《中国短篇小说100家(套装共4册)》epub+mobi+azw3,http://pan.baidu.com/s/1hrPbWA4 ,r3ja
《玛格丽特·杜拉斯作品套装（套装共14本）》epub+mobi+azw3,http://pan.baidu.com/s/1o79qGci ,fam0
《二十年后（套装上下册） 》大仲马（作者）傅辛（译者）epub+mobi+azw3,http://pan.baidu.com/s/1eSyXTmy ,37ho
《巨流河》齐邦媛（作者）mobi,http://pan.baidu.com/s/1hsv6b2G ,rviu
《沉默的告白》[英]罗莎蒙德·勒普顿（作者）epub+mobi+azw3,http://pan.baidu.com/s/1jIQAe9K ,bpwp
《科学的视觉之旅（套装共5册）》人邮科普（作者）epub+mobi+azw3,http://pan.baidu.com/s/1mhEKuzm ,v3uy
《阎连科长篇小说合集（套装共5本）》epub+mobi+azw3,http://pan.baidu.com/s/1nu5UKTb ,65p1
