title,baidu_link,baidu_pwd
《醒来的女性(套装上下册)》[美]玛丽莲·弗伦奇（作者）epub+mobi+azw3,http://pan.baidu.com/s/1dFes84D ,yg6s
《深度学习》伊恩·古德费洛 等 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1kUHLJPt ,qhcw
《碎星志》罗森（作者）epub+mobi,http://pan.baidu.com/s/1i5lCgnV ,b955
《付出与收获》[美]马克·席勒（作者）epub+mobi+azw3,http://pan.baidu.com/s/1jHVuV6Q ,3zrd
《缓慢的归乡》[奥地利]彼得·汉德克（作者）epub+mobi,http://pan.baidu.com/s/1cGYrzK ,jjn0
《华章经管精选套装：陈春花管理系列丛书（套装共10册）》陈春花 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1qYqhyyg ,7wir
《九州牧云录（精制多看典藏版）》管平潮（作者）epub,http://pan.baidu.com/s/1dEWRb3b ,8kax
《中华经典小说注释系列：三言·警世通言（校注）》[明]冯梦龙（编著） 吴书荫（校注）epub+mobi,http://pan.baidu.com/s/1jIrF3xG ,6b40
"《大家小书：常识》周有光 (作者), 叶芳 (编者) epub+mobi+azw3",http://pan.baidu.com/s/1slRZa7F ,q0sy
《隐性逻辑:教你快速切换思考方式》[德]卡尔·诺顿（作者）epub+mobi,http://pan.baidu.com/s/1o7O1hOm ,gqxd
《见字如面》关正文（作者）epub+mobi,http://pan.baidu.com/s/1dFhGwJB ,wbd5
《察举制度变迁史稿 (当代中国人文大系)》阎步克 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1hsAaxHa ,6822
《吉本芭娜娜作品系列套装（套装共13册）》[日]吉本芭娜娜（作者）epub+mobi+azw3,http://pan.baidu.com/s/1i4WcTqX ,aoji
《司徒山空传》李诣凡（作者）epub+mobi,http://pan.baidu.com/s/1hr7I2TQ ,ambf
《人际沟通分析练习法（精制精排，简体版）》易之新 (译者) epub+mobi+azw3,http://pan.baidu.com/s/1mikj3vU ,2heo
《大家小书:二千年间》胡绳 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1mhArI0S ,2tw3
《哈佛百年经典(01-38卷)(套装共38册)》伊索 等（作者）epub+azw3,http://pan.baidu.com/s/1nv5MjDv ,csb2
《逻辑哲学研究（当代中国人文大系）》陈波（作者）epub+mobi+azw3,http://pan.baidu.com/s/1o7Nfdhg ,twik
《曹操残梦》[日]陈舜臣 (作者)epub+mobi+azw3,http://pan.baidu.com/s/1i5lB8Hn ,my35
《失乐园（精制多看版，多雷插图本）》[英]约翰•弥尔顿（作者）epub,http://pan.baidu.com/s/1nuCr67v ,ugkm
《脑洞大开的微积分》刘祺（作者）epub+mobi+azw3,http://pan.baidu.com/s/1hsgoqXY ,7gqa
《管家》[美]玛丽莲·罗宾逊（作者）epub+mobi+azw3,http://pan.baidu.com/s/1mifzV1e ,oxuw
《魔王》[日]伊坂幸太郎（作者）epub+mobi+azw3,http://pan.baidu.com/s/1c2hIhk0 ,kspj
《画说老北京古建筑：红墙黄瓦(完整图文版)》张克群（作者）epub+mobi+azw3,http://pan.baidu.com/s/1i5f5Ykt ,e9sj
《无欲的悲歌》[奥地利]彼得·汉德克（作者）epub+mobi+azw3,http://pan.baidu.com/s/1nvMb38t ,7v0k
《大家小书：诗词格律概要》王力 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1bpplGyN ,18fk
《如何学习》[美]本尼迪克特•凯里（作者）epub+mobi+azw3,http://pan.baidu.com/s/1dFB26eX ,dqua
《壮阔的心：藏疆旅行漫记 (博恩•崔西职业巅峰系列)》邢丽君 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1misrtC8 ,u6sg
《世界的凛冬(英文原版)》[英]肯·福莱特（作者）epub+mobi+azw3,http://pan.baidu.com/s/1qYWeAS0 ,kzah
《量化投资策略:如何实现超额收益Alpha》理查德·托托里罗（作者）epub+mobi+azw3,http://pan.baidu.com/s/1cdI0qi ,znh3
《流沙河讲古诗十九首 (流沙河讲国学)》流沙河 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1nvA6ckD ,uqco
《尸案调查科第二季1：罪恶根源》九滴水（作者）epub+mobi,http://pan.baidu.com/s/1kVFZXgb ,3cds
《居山而行》雲姑（作者）epub+mobi+azw3,http://pan.baidu.com/s/1hsAGj9U ,eo8y
《大家小书:世界美术名作二十讲》傅雷 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1bpxZiCv ,gkwk
《西方建筑小史》陈杰（作者）epub+mobi,http://pan.baidu.com/s/1qYE3JLM ,od65
《昭明文选（精制精排，李善注本）》[南朝梁]萧统（作者）epub+mobi,http://pan.baidu.com/s/1i5mrIgH ,ab1r
《武则天：从三岁到八十二岁（套装共4册）》王晓磊 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1dFzXh65 ,3yvh
《易中天中华史：先秦到隋唐(易中天中华史1-16卷，套装共16册)》易中天（作者）epub+mobi+azw3,http://pan.baidu.com/s/1c2jJXr6 ,71zu
《猫城七日》李娟（作者）epub+mobi+azw3,http://pan.baidu.com/s/1gfox2N5 ,yjhl
《经典短篇小说101篇(英文原版) (西方经典英文读物)》 欧亨利 等（作者）epub+mobi+azw3,http://pan.baidu.com/s/1qYSGR9a ,e9rl
《道者无心合集（套装共2册）》燕垒生（作者）epub+mobi+azw3,http://pan.baidu.com/s/1c1R3bws ,lqsw
《跟兄弟连学PHP（升级版）》高洛峰（作者）epub+mobi+azw3,http://pan.baidu.com/s/1c1X8MNe ,8hb5
《C++ Primer Plus（第6版）（中文版）》[美]Stephen Prata（作者）epub+azw3,http://pan.baidu.com/s/1mhIz13a ,6ft5
《韩警官》卓牧闲（作者）epub+mobi,http://pan.baidu.com/s/1eSNB6fC ,nctt
《血色关东（精制精排，套装全二册）》王彪（作者）epub+mobi,http://pan.baidu.com/s/1i53mCQT ,uelm
《大家小书:唐宋词欣赏》夏承焘 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1hsMlvmO ,a1sy
《月亮与六便士 (悦经典)》[英 ]威廉·萨默塞特·毛姆（作者）epub+mobi+azw3,http://pan.baidu.com/s/1bpB6pfL ,1x6t
《都市速写簿》阮义忠（作者）epub+mobi+azw3,http://pan.baidu.com/s/1sl9HRad ,y3wz
《白夜追凶（精排）》谢十三（作者）epub+mobi,http://pan.baidu.com/s/1gfoxzvd ,d9uv
《白鲸（译文名著典藏）》[美]赫尔曼·麦尔维尔（作者）epub+mobi+azw3,http://pan.baidu.com/s/1gf7ut83 ,4kud
《近代中国史纲（上、下册套装）》郭廷以（作者）epub+mobi+azw3,http://pan.baidu.com/s/1bWqQxK ,kk0c
《走夜路请放声歌唱》李娟（作者）epub+mobi+azw3,http://pan.baidu.com/s/1jIkTAYi ,jlm2
《发条橙》[英]安东尼·伯吉斯（作者）epub+mobi+azw3,http://pan.baidu.com/s/1boKd3PH ,ggrz
《百年哈佛经典(套装共50卷)(英文原版)》查尔斯·爱略特（编者）epub+mobi+azw3,http://pan.baidu.com/s/1c120D9I ,ps90
《爱情万岁（套装上下册）》黄晓阳（作者）epub+mobi,http://pan.baidu.com/s/1jIcgkPC ,x41r
《大家小书:宋词赏析》沈祖棻 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1i53So53 ,76j5
《长安三怪探第一部（精制多看版，套装全5册）》独孤门下（作者）epub+mobi,http://pan.baidu.com/s/1nvj1xVz ,wour
《家书中的百年史》萧功秦（作者）epub+mobi+azw3,http://pan.baidu.com/s/1miQgT5m ,qg4y
《大家小书：天道与人文》竺可桢 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1kUYafjx ,jhp0
《明代哲学史（修订版）（当代中国人文大系）》张学智 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1gfgpZZt ,orhg
《画说老北京古建筑：晨钟暮鼓(完整图文版)》张克群（作者）epub+mobi+azw3,http://pan.baidu.com/s/1jIkn62U ,h3nf
《春牧场（李娟经典之作羊道系列）》李娟（作者）epub+mobi+azw3,http://pan.baidu.com/s/1nuJIRDf ,lc5i
《从此以后》[英]罗莎蒙德·勒普顿（作者）epub+mobi+azw3,http://pan.baidu.com/s/1jHFfuRk 密,mwem
《世界因何美妙而优雅地运行》[美]约翰·布罗克曼（作者）epub+mobi,http://pan.baidu.com/s/1skIUSdJ ,7pis
《应许之地》[德]埃里希·玛丽亚·雷马克（作者）epub+mobi+azw3,http://pan.baidu.com/s/1boKdxgj ,ip07
《心理罪（精制多看版，套装共5册）》雷米（作者）epub+mobi,http://pan.baidu.com/s/1bUUJ0q ,r2w1
《大家小书:水泊梁山英雄谱》孟超 (作者) 张光宇 (插图) epub+mobi+azw3,http://pan.baidu.com/s/1nveHCeP ,lh8g
《三生三世十里桃花（精制多看，终极典藏版）》唐七公子（作者）epub,http://pan.baidu.com/s/1i4BJAp3 ,m6bm
《前山夏牧场（李娟经典之作羊道系列）》李娟（作者）epub+mobi+azw3,http://pan.baidu.com/s/1nvaDLBb ,jrc7
《摩天楼》[英]J.G.巴拉德（作者）epub+mobi+azw3,https://pan.baidu.com/s/1ZB7qe4izwL3N-sBzgQVboQ ,srwb
《心智社会：从细胞到人工智能，人类思维的优雅解读》[美]马文·明斯基（作者）epub+mobi,http://pan.baidu.com/s/1o7O0AKU ,hd9h
《小丑之花（《人间失格》前传）》[日]太宰治（作者）epub+mobi+azw3,http://pan.baidu.com/s/1nvSg6gD ,cfgw
《黑暗精灵02：流亡（精制多看版）》R·A·萨尔瓦多（作者）epub+mobi,http://pan.baidu.com/s/1eR1Gn5o ,qvwn
《渡边淳一经典畅销书籍（套装共18册）》渡边淳一 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1geBNFs3 ,5mpk
《流浪者史诗》[美]詹姆斯·A.米切纳（作者）epub+mobi+azw3,http://pan.baidu.com/s/1bo9nY71 ,11j3
《第一本Docker书（修订版）》詹姆斯·特恩布尔（作者）epub+mobi+azw3,http://pan.baidu.com/s/1pL3Gei3 ,x67i
《名家名译·中篇小说集（套装共4册）》契诃夫 等(作者) epub+mobi+azw3,http://pan.baidu.com/s/1skY3OqL ,5fv9
《科莫兰·斯特莱克推理系列（精制多看版，套装共3册）》[英]罗伯特·加尔布雷思（作者）epub+mobi,http://pan.baidu.com/s/1i53SgT3 ,37uy
《顿悟：捕捉灵感的艺术》[美]查尔斯• 基弗（作者）epub+mobi+azw3,http://pan.baidu.com/s/1cMxu14 ,ajad
《深山夏牧场（李娟经典之作羊道系列）》李娟（作者）epub+mobi+azw3,http://pan.baidu.com/s/1nvDn1dn ,9l5m
《大家小书:春秋战国思想史话》嵇文甫 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1mih11J6 ,z5gy
《卡夫卡小说全集(套装全3卷)》弗兰茨·卡夫卡 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1qYukzRQ ,e7y5
《穿过森林的男孩》[美]加思·斯坦（作者）epub+mobi+azw3,http://pan.baidu.com/s/1boCBLoj ,qbed
《名家名译·美国短篇小说精选集（套装共3册）》欧·亨利 等(作者) epub+mobi+azw3,http://pan.baidu.com/s/1o8HpqEA ,p17r
《霸王别姬》李碧华（作者）epub+mobi+azw3,http://pan.baidu.com/s/1skPawTf ,i8ca
《雷蒙德·钱德勒作品合集(套装共10册)》雷蒙德·钱德勒（作者）epub+mobi+azw3,http://pan.baidu.com/s/1miOKL8c ,c8ji
《摘星星的男孩》[英]约翰·威廉姆斯（作者）epub+mobi+azw3,http://pan.baidu.com/s/1cNdtCU ,zljr
《动物集》胡安·何塞·阿雷奥拉（作者）epub+mobi,http://pan.baidu.com/s/1bKfnB4 ,u9g5
《中国古代陵寝制度史研究 (杨宽著作集)》杨宽（作者）epub+ mobi+azw3,http://pan.baidu.com/s/1eStOYDs ,k15g
《大家小书:古典小说漫稿》吴小如 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1eSzo7QU ,s8z5
《谷崎润一郎精选集（套装共11册）》[日]谷崎润一郎（作者）epub+mobi+azw3,http://pan.baidu.com/s/1miR33vi ,cppx
《雪球系列(套装共6册)》唐朝 等（作者）epub+mobi+azw3,http://pan.baidu.com/s/1kVceEMj ,ppqz
《中华经典小说注释系列：二拍·二刻拍案惊奇（校注）》[明]凌濛初（编著） 吴书荫（校注）epub+mobi,http://pan.baidu.com/s/1cfKIvk ,sxz1
《深入北方的小路》[澳]理查德·弗兰纳根（作者）epub+mobi+azw3,http://pan.baidu.com/s/1bR7Ido ,zk89
《奇点大学系列（套装共4册）》雷·库兹韦尔 等(作者) epub+mobi+azw3,http://pan.baidu.com/s/1qXAk42K ,9u5v
《秘境2:穿越王者的地宫》冷娃 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1i5IM6Rr ,u67i
《大家小书:民俗与迷信》江绍原 (作者) epub+azw3,http://pan.baidu.com/s/1hs7sZ4K ,2p73
《科幻世界·译文版（2017年第一期）》科幻世界（编辑）epub+azw3,http://pan.baidu.com/s/1hrVz8RM ,wuz5
《看不见的森林:林中自然笔记（精制精排）》[美]戴维·乔治·哈斯凯尔（作者）epub+mobi,http://pan.baidu.com/s/1cpUHau ,w2hk
《现代世界史(插图第10版)(套装共2册)》R.R.帕尔默(作者) epub+mobi+azw3,http://pan.baidu.com/s/1dFs5Tvz ,vzo6
《秘境3:迷失的绝世秘藏》冷娃 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1c22HJCc ,pn6a
《看得见的正义（经典再版，法学入门必读书）》陈瑞华 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1qYmKo12 ,xgom
"《遗失在西方的中国史:《伦敦新闻画报》记录的民国1926-1949(套装共4册)》沈弘 (作者, 编译) epub+azw3",http://pan.baidu.com/s/1gf5t5B1 ,mzzb
《象与骑象人:幸福的假设》[美]乔纳森•海特（作者）epub+mobi+azw3,http://pan.baidu.com/s/1bN40Lw ,cl7p
《普林斯顿微积分读本 (图灵数学·统计学丛书)》[美]班纳（作者）epub+mobi+azw3,http://pan.baidu.com/s/1kU5ANGj ,7k7t
《浮世画家》石黑一雄（作者）epub+mobi+azw3,http://pan.baidu.com/s/1skGTPlb ,vcms
《个人的体验》[日]大江健三郎（作者）epub+mobi+azw3,http://pan.baidu.com/s/1jInCxN4 ,a9ek
《花道日常：四季花中寻道》陈鹳潼 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1jIxL4Js ,g0bz
《神秘博士：死亡之城》[英]道格拉斯·亚当斯（作者）epub+mobi+azw3,http://pan.baidu.com/s/1cGZmiy ,6g84
《心理学统治世界（套装全三册）》[法]勒庞 (作者) 高永 (译者) epub+mobi+azw3,http://pan.baidu.com/s/1qYdrilm ,9cgp
《太空全书:苍穹之上丈量宇宙》詹姆斯·特赖菲尔（作者）epub+mobi+azw3,http://pan.baidu.com/s/1eSeXvyy,8klu
《程序员必读之软件架构（图灵程序设计丛书）》Simon Brown(作者) 邓钢 (译者) epub+mobi+azw3,http://pan.baidu.com/s/1bSUnU2 ,s2im
"《左宗棠的正面与背面:为官有术,做人有道》徐志频（作者）epub+mobi+azw3",http://pan.baidu.com/s/1c1A9qLy ,e4sh
《亚当夏娃日记》[美]马克·吐温（作者）epub+mobi+azw3,http://pan.baidu.com/s/1pLgGYXd ,57s4
《生活在别处（精制精排）》[捷克]米兰·昆德拉（作者）epub+mobi,http://pan.baidu.com/s/1pLhwNY7 ,61ki
《帝国的背影（套装共2册）》[荷]彼得·贾德森 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1geX3otX,vm3f
《遇见野兔的那一年》[芬]阿托·帕西林纳（作者）epub+mobi+azw3,http://pan.baidu.com/s/1qXPdULQ ,q6y1
《异形：走出阴影》[美]蒂姆•利本（作者）epub+mobi+azw3,http://pan.baidu.com/s/1cjPnA2 ,e3ko
《成长的密码是什么，我也是第一次做父母心理系列丛书（套装共4册）》尤里·豪泽 等（作者）epub+mobi+azw3,http://pan.baidu.com/s/1hrE4RZY ,9lew
《王小波全集（精制精排，多看、kindle优化）》王小波（作者）epub+azw3,http://pan.baidu.com/s/1jI25kJ8 ,wjoo
《看戏一得:吴小如戏曲随笔》吴小如 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1kV3PeRl ,cc9e
《弗兰妮与祖伊（精制精排）》J·D·塞林格 （作者）epub+mobi,http://pan.baidu.com/s/1gfrghlp ,qgyq
《明镜之书》[罗]尤金·欧·切洛维茨（作者）epub+mobi+azw3,http://pan.baidu.com/s/1o8aCRoA ,u1wg
《商务印书馆汉译世界学术名著丛书（套装共28册）》约翰.罗 等(作者) epub+mobi+azw3,http://pan.baidu.com/s/1pL3GVer ,12el
《我的造梦之路》[日]今敏（作者）epub+mobi+azw3,http://pan.baidu.com/s/1o7S5dbG ,rnfu
《平民之宴》[日]林真理子（作者）epub+mobi+azw3,http://pan.baidu.com/s/1skW3esl ,sp9q
《48色铅笔的优雅手绘》飞乐鸟 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1i5h8EGH ,ih72
《这才是数学》[英]乔·博勒（作者）epub+mobi+azw3,http://pan.baidu.com/s/1c1KIEPy ,xee6
《科幻世界·译文版（2016年第四季度合集）》科幻世界（编辑） epub+mobi+azw3,http://pan.baidu.com/s/1pLbrpkZ ,lm6o
《大盐商》蒋亚林（作者）epub+mobi+azw3,http://pan.baidu.com/s/1i4Azc13 ,v6g9
《金瓯缺（套装共4册）》徐兴业（作者）epub+mobi+azw3,http://pan.baidu.com/s/1dFle9Ux ,ftbn
《莫里哀先生传（双头鹰经典）》[苏]布尔加科夫（作者）epub+mobi+azw3,http://pan.baidu.com/s/1nuTnJK1 ,wc45
《尤利西斯》 [爱尔兰]詹姆斯·乔伊斯（作者）epub+mobi+azw3,http://pan.baidu.com/s/1i5d5qip ,p5dl
《七堂极简物理课》[意]卡洛·罗韦利（作者）epub+mobi+azw3,http://pan.baidu.com/s/1kUNmh1P,u2yn
《天使，望故乡》[美] 托马斯•沃尔夫（作者）epub+mobi+azw3,http://pan.baidu.com/s/1jHNotca ,xkqk
《极简历史系列（套装共4册）》克里·斯蒂安 等 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1pLRxRZl ,hd8p
《聊斋志异（全本全注全译，精制多看版）》蒲松龄（作者） 于天池 等（译注）epub+mobi,http://pan.baidu.com/s/1bWrRki ,5tx9
《太宰治人生三部曲(套装共3册)》[日]太宰治 (作者) epub+mobi+azw3,https://pan.baidu.com/s/18uq8p37_j60BMeCNTy4Ltg ,cujj
《无价:洞悉大众心理玩转价格游戏》[美]威廉·庞德斯通（作者）epub+mobi+azw3,http://pan.baidu.com/s/1slhY7Cx ,0h66
《叩响天堂之门:宇宙探索的历程》[美]丽莎·兰道尔（作者）epub+mobi,http://pan.baidu.com/s/1slVx6Eh ,lnex
《西藏的月光》白玛娜珍（作者）epub+mobi+azw3,http://pan.baidu.com/s/1o8JYvUU ,szxa
《饮罪者》黄青蕉（作者）epub+mobi+azw3,http://pan.baidu.com/s/1ck5hLG ,bjd2
《朋友·客人·同事:晚清的幕府制度》[美]K.E.福尔索姆（作者）epub+mobi+azw3,http://pan.baidu.com/s/1qXPJFaO ,vulu
《不能承受的生命之轻（精制精排）》[捷克]米兰·昆德拉（作者）epub+mobi,http://pan.baidu.com/s/1qY3FpDi ,7k5i
《闲情偶寄(清康熙刻本点校注释精排典藏版)》李渔（作者）epub+mobi+azw3,http://pan.baidu.com/s/1nvMconJ ,69w8
《耶鲁小历史系列（套装全三册）》[英]约翰·萨瑟兰 等(作者) epub+mobi+azw3,http://pan.baidu.com/s/1hs4ByBy ,y1gm
《尾文字鱼》伍肆（作者）epub+azw3,http://pan.baidu.com/s/1dF3vImt ,3886
《大家小书：《金瓶梅》十二讲》宁宗一 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1jIQRYdw ,8siz
《克罗诺皮奥与法玛的故事（精制精排）》[阿根廷]胡利奥·科塔萨尔（作者）epub+mobi,http://pan.baidu.com/s/1dFKq8oD ,lqym
《如果世界和爱情都还很年轻:朱生豪译莎士比亚情诗集》威廉•莎士比亚（作者）朱生豪（译者）epub+mobi+azw3,http://pan.baidu.com/s/1kVvHRx1 ,o9mj
《蒙元入侵前夜的中国日常生活（精制精排，插图注释本）》[法]谢和耐（作者）epub+mobi+azw3,http://pan.baidu.com/s/1kVBqZzh ,429a
《秦谜:重新发现秦始皇》李开元（作者）epub+mobi+azw3,http://pan.baidu.com/s/1slFi29R,mnxt
"《十二月》亚历山大·克鲁格 (作者), 格哈德·里希特 (作者) epub+mobi+azw3",http://pan.baidu.com/s/1kUBaGZ1 ,k45x
《不朽（精制精排）》[捷克]米兰·昆德拉（作者）epub+mobi,http://pan.baidu.com/s/1pLsROy3 ,o48t
《火/一弹解千愁（精制精排）》[法] 玛格丽特·尤瑟纳尔（作者）epub+mobi,http://pan.baidu.com/s/1b3lB9W ,2vny
《大爆炸简史》西蒙·辛格 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1nvwtHW1 ,mti6
《林清玄经典作品合集（套装共12册）》林清玄（作者）epub+mobi+azw3,http://pan.baidu.com/s/1cGYQQy ,wzl0
《USA Today 六月畅销书排行榜前20名合集（2016年）（单本分册）》多人（作者）mobi,http://pan.baidu.com/s/1hrWf0sW ,8vty
《孙皓晖历史作品精选集（套装共23册）》孙皓晖（作者）epub+mobi+azw3,http://pan.baidu.com/s/1jHQBJJS ,bxj3
《美国精神的封闭》[美国]艾伦·布卢姆（作者）epub+mobi+azw3,http://pan.baidu.com/s/1c187dQS ,v0oy
《文稿拾零》[阿根廷]豪尔赫·路易斯·博尔赫斯（作者）epub+mobi+azw3,http://pan.baidu.com/s/1jIlAx8a ,fno4
《秘境1:惊世秘牍三千年》冷娃 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1slVxwBz ,gsc7
《楚墓》史杰鹏（作者）epub+mobi+azw3,http://pan.baidu.com/s/1qXRL5SS ,538x
《何处是“江南”：清朝正统观的确立与士林精神世界的变异》杨念群 (作者) epub+mobi+azw3,http://pan.baidu.com/s/1bpCnhtd ,3gb3
《可能与不可能的边界：P_NP问题趣史》[美]Lance Fortnow（作者）epub+mobi+azw3,http://pan.baidu.com/s/1o8Jsq2Q ,zmb6
《笑忘录（精制精排）》[捷克]米兰·昆德拉（作者）epub+mobi,http://pan.baidu.com/s/1qYVzzqO ,0fyy
《陈寅恪与傅斯年（全新修订版）》岳南（作者）epub+mobi+azw3,http://pan.baidu.com/s/1i5nEqMx ,4gtm
《别名格蕾丝（精制精排）》[加拿大]玛格丽特·阿特伍德（作者）epub+mobi,http://pan.baidu.com/s/1gfu3UCV ,iejo
《连城三纪彦作品集（精制多看版，套装共13册）》[日]连城三纪彦（作者）epub+mobi,http://pan.baidu.com/s/1c1Kcv2C ,hvtc
《创新者:一群技术狂人和鬼才程序员如何改变世界》[美]沃尔特·艾萨克森（作者）epub+mobi+azw3,http://pan.baidu.com/s/1i4RtLrB ,7yk2
《衣橱里的女孩》[法]弗朗丝•盖兰（作者）epub+mobi+azw3,http://pan.baidu.com/s/1eSmy7IE ,uax8
《闲人遐想录》[英]杰罗姆·克·杰罗姆（作者）epub+mobi+azw3,http://pan.baidu.com/s/1jIEGHMY,d81a
《行星全书:美国宇航局NASA经典摄影集》尼尔马拉•纳塔瑞杰（作者）epub+mobi,http://pan.baidu.com/s/1kUAuEG3 ,ofo2
《刑法格言的展开（第三版） 》张明楷（作者）epub+mobi+azw3,http://pan.baidu.com/s/1miCAD9u ,w5gp
《数学那些事儿:思想、发现、人物和历史 (图灵新知)》邓纳姆（作者）epub+mobi+azw3,http://pan.baidu.com/s/1eSiuOp0 ,r150
《小夜曲：音乐与黄昏五故事集》石黑一雄（作者）epub+mobi+azw3,http://pan.baidu.com/s/1nvGC3kl ,x00d
《滚雪球：巴菲特和他的财富人生（套装共2册）》[美]艾丽斯•施罗德（作者）epub+mobi+azw3,http://pan.baidu.com/s/1eSu5Lsu,3ymb
《兰亭序杀局Ⅰ：玄甲卫（精制精排）》王觉仁 (作者) epub+mobi,http://pan.baidu.com/s/1ck49oa ,nn5j
《潮来潮去:海关与中国现代性的全球起源》[英]方德万（作者）epub+mobi+azw3,http://pan.baidu.com/s/1gfeUPX5 ,x2xs
《指旨生命的神话(套装共4册)》约瑟夫·坎贝尔（作者）epub+mobi+azw3,http://pan.baidu.com/s/1dF2Fs3Z ,h7xw
《微积分的历程:从牛顿到勒贝格(图灵新知)》邓纳姆(作者) epub+mobi+azw3,http://pan.baidu.com/s/1eSaTe9c ,dd97
"《朗读者（套装全3册）》董卿 (作者, 编者) epub+mobi+azw3",http://pan.baidu.com/s/1pLp3PB9 ,avzl
《间谍课系列（套装共8册）》弗•福赛斯（作者）epub+mobi+azw3,http://pan.baidu.com/s/1c2hcLgc,dw5o
《西部王国传奇(收藏版)(套装共5册)》贾陈亮（作者）epub+mobi+azw3,http://pan.baidu.com/s/1bUV3mY ,1q2y
《万火归一（精制精排）》[阿根廷]胡利奥·科塔萨尔 （作者）epub+mobi,http://pan.baidu.com/s/1c2ctaZA ,223e
《海上流华之四面菩萨》梁燕呢（作者）epub+mobi,http://pan.baidu.com/s/1dFIUzfj ,90pw
《企鹅课》[英]汤姆·米切尔（作者）epub+mobi+azw3,http://pan.baidu.com/s/1qYuRu48 ,zvwf
《坚毅:释放激情与坚持的力量》[美]安杰拉•达克沃思（作者）epub+mobi+azw3,http://pan.baidu.com/s/1kUYaPUn ,rp6s
《哈佛中国史（套装全六卷）》[加]卜正民 等（作者）epub+mobi+azw3,http://pan.baidu.com/s/1c2k01Sc ,pbxz
《USA Today 五月畅销书排行榜前20名合集（2016年）（单本分册，英文原版）》多人（作者）mobi,http://pan.baidu.com/s/1hrPZAcO ,6c0r
《车前子经典随笔（套装共4册）》车前子（作者）epub+mobi+azw3,http://pan.baidu.com/s/1dEX7iM1 ,hkm1
《学习经典套装（套装共7册）》[美]安德斯·艾利克森 等（作者）epub+mobi+azw3,http://pan.baidu.com/s/1boSRwNd ,zwpa
《大唐辟邪司1：长安惊变（精制多看版）》王晴川（作者）epub+mobi,http://pan.baidu.com/s/1nvp7Lpf ,ue4i
《利器（阿修罗系列）》[美]吉莉安·弗琳（作者）epub+mobi+azw3,http://pan.baidu.com/s/1dE5gXMT ,h9c1
《今昔物语（浮世绘插图珍藏版）》北京编译社（编译） 周作人（校注）epub+mobi+azw3,http://pan.baidu.com/s/1slWIVHb ,1u2e
《飞乐鸟的手绘旅行笔记：厦门》飞乐鸟（作者）epub+mobi+azw3,http://pan.baidu.com/s/1kVzfn2R ,42hq
《博尔赫斯诗选（精制精排）》[阿根廷]豪尔赫·路易斯·博尔赫斯（作者）epub+mobi,http://pan.baidu.com/s/1o8UhoDk ,ygss
《社会共通资本》[日]宇泽弘文（作者）epub+mobi+azw3,http://pan.baidu.com/s/1jIMhOaU ,gmo2
《迈尔斯社会心理学套装(第8版)（套装共4册）》戴维·迈尔斯（作者）epub+mobi+azw3,http://pan.baidu.com/s/1o7GtQum ,r9xv
《苦炼（精制精排）》[法] 玛格丽特·尤瑟纳尔（作者）epub+mobi,http://pan.baidu.com/s/1c1QNC3m ,e7iw
《观察家精选系列（套装共4册）》玛丽·伊万丝 等（作者）epub+mobi+azw3,http://pan.baidu.com/s/1c2Ksp4c ,hac7
《猎魔人·其五：火之洗礼（精制精排）》[波兰]安德烈·斯帕克沃斯基（作者）epub+mobi,http://pan.baidu.com/s/1eScoIv4 ,soze
《游戏的终结（精制精排）》[阿根廷]胡利奥·科塔萨尔（作者）epub+mobi,http://pan.baidu.com/s/1qYfsqO8 ,3axg
《去，你的旅行》阿Sam（作者）epub+mobi+azw3,http://pan.baidu.com/s/1ctrSMa ,5ehv
《睡眠革命:如何让你的睡眠更高效》[英]尼克·利特尔黑尔斯（作者）epub+mobi,http://pan.baidu.com/s/1jIACAge ,6a23
